Date,Account,Description,Payee,Amount,Category,Is_Tax_Deductible,Is_Reimbursable,Source,TransactionID,Reviewed,ReconciliationID,SourceTransactionID,Rule_Ignored,Duplicate_Ignored
2025-04-24,Chase CC,JOES AUTO PARKS MTA,Joes Auto Parks Mta,-3.0,Auto & Transport: Fees & Registration,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,b2a474d94c7522905d4e603535297ee3,True,,,False,False
2025-04-24,Chase CC,GLENROSE LIQUOR,Glenrose Liquor,-18.48,Food: Booze,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,a8fc181423566661c32cfd694b4b2fba,True,,,False,False
2025-04-23,Chase CC,YUMMY CUPCAKES,Yummy Cupcakes,-18.0,Child-Related: Misc Expenses,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,397ae252c3390f4de81a63291a634a85,True,,,False,False
2025-04-24,Chase CC,AUTOMATIC PAYMENT - THANK,Automatic Payment - Thank,553.98,Transfer,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,fde083d2eecac82a7a40a84c0ecaf684,True,REC-d4cbe0918f53,,False,False
2025-04-22,Chase CC,SINCERELY SYRIA,Sincerely Syria,-17.32,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,b156588a7024d4024ada5680802f605b,True,,,False,False
2025-04-22,Chase CC,STARBUCKS STORE 21888,Starbucks Store,-9.9,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,14c384aa9e34fc10fd5b4234b2616f5f,True,,,False,False
2025-04-19,Chase CC,BEACHWOOD CAFE 101,Beachwood Cafe,-20.66,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,7218d3cd86ceb4aa9eead620fcbd0d15,True,,,False,False
2025-04-18,Chase CC,CITY OF SANTA MONICA,City Of Santa Monica,-9.0,Auto & Transport: Fees & Registration,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,ae4988627a0d50ec520ea8b14d9aeee0,True,,,False,False
2025-04-06,Chase CC,RAMEN IZAKAYA,Ramen Izakaya,-22.48,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,997e9e9cf3dbac4f555d1933251de01a,True,,,False,False
2025-04-01,Chase CC,SPEEDWAY 4065,Speedway,-5.54,Entertainment & Travel: Vacation,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,3fbc45be534b7e19fa5038940bcce242,True,,,False,False
2025-03-28,Chase CC,SQ *HERSHEL'S EAST SIDE D,Sq,-18.25,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,5006c780cb2f6b077be3de1ac1dc9baa,True,,,False,False
2025-03-28,Chase CC,BRUEGGERS BAGELS,Brueggers Bagels,-4.35,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,39747a8f4cbe371f289bec24371fc2e1,True,,,False,False
2025-03-26,Chase CC,LA FACTORIA-FRONT BAR,La Factoria-Front Bar,-41.2,Food: Booze,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,8a92f85a5d9abdbd847721a81e7c434d,True,,,False,False
2025-03-26,Chase CC,CAFE CUATROSOMBRAS:TORREF,Cafe Cuatrosombras:Torref,-6.42,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,e466d1a983f8e7f6e377b0e8b4355bbf,True,,,False,False
2025-03-24,Chase CC,GUAYABA TOSTADA PASTRY &amp;,Guayaba Tostada Pastry &Amp;,-4.55,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,0c98a702623bbdc4a1f43c864de57156,True,,,False,False
2025-03-24,Chase CC,AUTOMATIC PAYMENT - THANK,Automatic Payment - Thank,403.51,Transfer,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,62303f4cc69508689eedb2037c5dc28d,True,REC-c5b28fe695e4,,False,False
2025-03-22,Chase CC,UBER   *TRIP,Uber,-14.97,Auto & Transport: Misc,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,7fad22728070cf0f6e1dfb4a1a7f6616,True,,,False,False
2025-03-21,Chase CC,7-ELEVEN 25174,7-Eleven,-38.96,Auto & Transport: Gasoline,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,65ee7b81f989ad1caf381291683b7371,True,,,False,False
2025-03-20,Chase CC,CVS/PHARMACY #09658,Cvs/Pharmacy,-2.9,Health & Wellness: Prescriptions,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,794a6d28507e4ff7882bf2b7dc95c21d,True,,,False,False
2025-03-19,Chase CC,JERSEY MIKE'S 20072,Jersey Mike'S,-19.95,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,335456a258d5bef5d0efc6ec1d89ccdd,True,,,False,False
2025-03-19,Chase CC,TOLUCA LAKE DENTISTRY,Toluca Lake Dentistry,-80.8,Health & Wellness: Other,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,f9cad49201c533a3a57d89be21db6d45,True,,,False,False
2025-03-18,Chase CC,JERSEY MIKES 20141,Jersey Mikes,-18.95,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,89529615f04506dc1e6009e890b4dc61,True,,,False,False
2025-03-18,Chase CC,COALINGA MART,Coalinga Mart,-6.03,Entertainment & Travel: Vacation,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,6d31efa19173e859d03356c7091ec727,True,,,False,False
2025-03-18,Chase CC,CHEVRON 0373623,Chevron,-29.58,Auto & Transport: Gasoline,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,314d35ba5e1257c5efaf1db483446943,True,,,False,False
2025-03-14,Chase CC,ARCO#83466TODD ENERGY CO,Arco,-45.79,Auto & Transport: Gasoline,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,9ad7d5178d695191994ff2cbcb0713ca,True,,,False,False
2025-03-13,Chase CC,EL TORO LOCO MARKET,El Toro Loco Market,-30.24,Auto & Transport: Gasoline,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,e6b861967fd15d4810d6af523d46bfe4,True,,,False,False
2025-03-09,Chase CC,LA KIDS- SCV CONSIGNMENT,La Kids- Scv Consignment,-19.57,Child-Related: Misc Expenses,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,0e033d2e130e1ca2fffe8675d6f574f8,True,,,False,False
2025-03-09,Chase CC,ARCO#02188RDH ENTERPRISE,Arco,-39.61,Auto & Transport: Gasoline,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,c98762af694363f6176bdcd699cceb85,True,,,False,False
2025-03-07,Chase CC,USA 63046,Usa,-44.62,Auto & Transport: Gasoline,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,4673f6d9b455159dd50772b3bf2bdce2,True,,,False,False
2025-03-06,Chase CC,LA KIDS- SCV CONSIGNMENT,La Kids- Scv Consignment,-19.85,Child-Related: Misc Expenses,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,711d25233798e5359050d81b69a7e8ae,True,,,False,False
2025-03-06,Chase CC,CKE*IKES BURBANK BURBANK,Cke,-11.47,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,5eb0f74b1f4a69479ec07de654a8b0aa,True,,,False,False
2025-03-05,Chase CC,LA KIDS- SCV CONSIGNMENT,La Kids- Scv Consignment,-112.46,Child-Related: Misc Expenses,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,ead61bf851f2bc86ca00a919ff6b23fb,True,,,False,False
2025-03-03,Chase CC,CKE*IKES BURBANK BURBANK,Cke,-13.68,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,0e7b27c3c59405d07d21244ae75fb51d,True,,,False,False
2025-02-24,Chase CC,AUTOMATIC PAYMENT - THANK,Automatic Payment - Thank,205.68,Transfer,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,99bf1204e9fbd6649497e229d005d677,True,REC-beef4f5e9c9d,,False,False
2025-02-22,Chase CC,GLENROSE LIQUOR,Glenrose Liquor,-17.93,Food: Booze,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,60d663d1bc7d785377949e9cb5dfb93e,True,,,False,False
2025-02-21,Chase CC,JERSEY MIKES 20294,Jersey Mikes,-19.85,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,0674262706826128a97c1b8e2f734583,True,,,False,False
2025-02-19,Chase CC,AMC 9640 ONLINE,Amc,-9.19,Entertainment & Travel: Entertainment,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,098ee94ac2d813615ac1022c2548976e,True,,,False,False
2025-02-18,Chase CC,CKE*IKES BURBANK BURBANK,Cke,-16.88,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,de5875282a9b183401f08c45477829c7,True,,,False,False
2025-02-14,Chase CC,CKE*IKES SUNSET &amp; VINE LO,Cke,-33.55,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,d433bd09b2ff92cea3bd33ecfbba09ad,True,,,False,False
2025-02-14,Chase CC,ARCO #42256,Arco,-40.9,Auto & Transport: Gasoline,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,ce715f8ac7c924a9c5a163a9ff3c861a,True,,,False,False
2025-02-11,Chase CC,IN-N-OUT AVONDALE,In-N-Out Avondale,-10.12,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,b941ee863a28242870df60dad775f8fe,True,,,False,False
2025-02-11,Chase CC,STARBUCKS STORE 09997,Starbucks Store,-5.38,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,2e9de04483921f1da883ee0d03d28d47,True,,,False,False
2025-02-11,Chase CC,CHEVRON 0098287,Chevron,-55.45,Auto & Transport: Gasoline,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,c9d5e55436b8a5de9896eeb3a1755cfb,True,,,False,False
2025-02-10,Chase CC,CIRCLE K 05579,Circle K,-30.47,Auto & Transport: Gasoline,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,7019c20876d51754a0952505c40890ba,True,,,False,False
2025-02-09,Chase CC,PY *TAP AND BOTTLE NORTH,Py,-21.2,Food: Booze,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,84d011877127670554c406025052dde1,True,,,False,False
2025-02-09,Chase CC,SQ *DECIBEL COFFEE WORKS,Sq,-11.88,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,3eb5528b234feb0aa8706212f34aae78,True,,,False,False
2025-02-09,Chase CC,PY *TAP AND BOTTLE NORTH,Py,-26.93,Food: Booze,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,f4adc6a31b519cf68dde91bfd0954656,True,,,False,False
2025-02-08,Chase CC,SHELL OIL10083370014,Shell Oil10083370014,-27.02,Auto & Transport: Gasoline,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,754c6e59375f28c03da672bb67948079,True,,,False,False
2025-02-09,Chase CC,LS EEGC Inc,Ls Eegc Inc,-15.59,NEEDS REVIEW,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,dd2118d955ed99f8817aa8ac9ad42522,True,,,False,False
2025-01-31,Chase CC,ARCO #42256,Arco,-39.51,Auto & Transport: Gasoline,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,149c7c181a92701b5c0d34d6db11bdc7,True,,,False,False
2025-01-26,Chase CC,JERSEY MIKES ONLINE UC,Jersey Mikes Online Uc,-18.95,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,15707611cb79d5d37d8d62fcf424b764,True,,,False,False
2025-01-26,Chase CC,Prime Video *Z78ZU3LL2,Prime Video,-1.14,Entertainment & Travel: Entertainment,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,d5ef4111c23521083d18ec6adc22e236,True,,,False,False
2025-01-24,Chase CC,AUTOMATIC PAYMENT - THANK,Automatic Payment - Thank,194.63,Transfer,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,2faf4e357fbf54989b53c143caccf2de,True,REC-ed245dcab6d9,,False,False
2025-01-23,Chase CC,JERSEY MIKES ONLINE UC,Jersey Mikes Online Uc,-18.95,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,a4d1eb89ce81b8585e7f55f697d59928,True,,,False,False
2025-01-20,Chase CC,SWEETGREEN SILVER LAKE,Sweetgreen Silver Lake,-18.47,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,20c18821ce323550f18e2476839c7b1c,True,,,False,False
2025-01-16,Chase CC,SQ *PIKUNICO FRIED CHICKE,Sq,-18.52,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,600d8f698e761ce347c16813f4eac3c2,True,,,False,False
2024-12-24,Chase CC,AUTOMATIC PAYMENT - THANK,Automatic Payment - Thank,196.8,Transfer,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,e25ba347689bf63b124d0e65df92733e,True,REC-5e82751d7791,,False,False
2024-11-24,Chase CC,AUTOMATIC PAYMENT - THANK,Automatic Payment - Thank,822.19,Transfer,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,438b40f3aab3753cdde8c0a4e92b62db,True,REC-864fdd0d674a,,False,False
2024-10-26,Chase CC,JOES AUTO PARKS MTA,Joes Auto Parks Mta,-3.0,Auto & Transport: Fees & Registration,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,7f05b5c8046cd958e81f0e2eea5ae40f,True,,,False,False
2024-10-24,Chase CC,AUTOMATIC PAYMENT - THANK,Automatic Payment - Thank,205.41,Transfer,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,ea5e1033aba338a61890fe55bfd5f329,True,REC-2180be9c9307,,False,False
2024-10-12,Chase CC,JOES AUTO PARKS MTA,Joes Auto Parks Mta,-3.0,Auto & Transport: Fees & Registration,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,da2c0f1b2b0111f15254a5f411bd1917,True,,,False,False
2024-10-06,Chase CC,Highland Park Brewery,Highland Park Brewery,-27.64,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,4361658442bd16135ca63c7bdaa5cb3a,True,,,False,False
2024-10-06,Chase CC,TST* THE BLACK CAT,Tst,-22.51,Food: Booze,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,3213bc2096116feda3c4896548648d02,True,,,False,False
2024-09-25,Chase CC,7-ELEVEN 25174,7-Eleven,-37.55,Auto & Transport: Gasoline,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,1abadd2f279891af87969194183b9c55,True,,,False,False
2024-09-24,Chase CC,LADOT METER PARKING,Ladot Meter Parking,-0.75,Auto & Transport: Fees & Registration,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,27e2564a9b62086f08fe312987470c03,True,,,False,False
2024-09-24,Chase CC,AUTOMATIC PAYMENT - THANK,Automatic Payment - Thank,73.56,Transfer,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,0eb3c2d3744c480f34b7aa562993c553,True,REC-a0beae203588,,False,False
2024-09-22,Chase CC,ALBERTSONS #0387,Albertsons,-38.91,Food: Groceries,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,f239ff76bdd4141e8bacba9a31e96aae,True,,,False,False
2024-09-23,Chase CC,TST* SPITZ - LOS FELIZ,Tst,-18.43,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,fd6538cae33695ec037a59356acbd5e7,True,,,False,False
2024-09-18,Chase CC,UCLA TLHC,Ucla Tlhc,-5.0,Health & Wellness: Co-pays,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,6e872d9bc4dd2d9f5cd482b583fd27cf,True,,,False,False
2024-09-16,Chase CC,JERSEY MIKES 20294,Jersey Mikes,-19.85,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,5eb7d190bf20c18f43490890209a9eeb,True,,,False,False
2024-09-15,Chase CC,JERSEY MIKES 20085,Jersey Mikes,-19.85,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,73b16eca1eb505ba80830e07e8614a13,True,,,False,False
2024-09-12,Chase CC,ARCO #42256,Arco,-42.31,Auto & Transport: Gasoline,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,90f07fdd92ef2299c2cc3df1ec88b09b,True,,,False,False
2024-09-12,Chase CC,LADOT METER PARKING,Ladot Meter Parking,-0.5,Auto & Transport: Fees & Registration,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,50f8ad134f2cea9e5fb5dfb9c454a6e0,True,,,False,False
2024-09-12,Chase CC,GIAMELAS SUBMARINE SANDWI,Giamelas Submarine Sandwi,-14.25,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,7613fb7fe957e66d4fda9b7ad034883a,True,,,False,False
2024-09-08,Chase CC,CITY OF SANTA MONICA,City Of Santa Monica,-8.75,Auto & Transport: Fees & Registration,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,bcfa83e6164e3a5fce55ba3a3e9037a2,True,,,False,False
2024-09-03,Chase CC,NUVERSE,Nuverse,-9.99,Entertainment & Travel: Entertainment,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,5b4ef0e94ff95cce7b5fc68039a49331,True,,,False,False
2024-09-02,Chase CC,CITY OF SANTA MONICA,City Of Santa Monica,-8.75,Auto & Transport: Fees & Registration,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,b10fcdce702886fdabc706a95a82a13c,True,,,False,False
2024-08-29,Chase CC,7-ELEVEN 25174,7-Eleven,-42.52,Auto & Transport: Gasoline,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,765f3aa9cfad9b1ba63f5204ba123e6d,True,,,False,False
2024-08-23,Chase CC,AUTOMATIC PAYMENT - THANK,Automatic Payment - Thank,788.98,Transfer,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,b041cd67dee1ea04a6db6cedd6f79321,True,REC-58c73707afd3,,False,False
2024-08-18,Chase CC,CITY OF SANTA MONICA,City Of Santa Monica,-7.5,Auto & Transport: Fees & Registration,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,b5ced60028629f2dce79578bac866b6d,True,,,False,False
2024-08-11,Chase CC,ARCO #42256,Arco,-41.55,Auto & Transport: Gasoline,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,143f4f0b3788f1637df2e80a424d184a,True,,,False,False
2024-07-30,Chase CC,SQ *KUMQUAT COFFEE HLP,Sq,-6.0,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,5e11038300abe2e4ec4597b9606fdd8b,True,,,False,False
2024-07-25,Chase CC,SPEEDWAY 43204,Speedway,-45.21,Auto & Transport: Gasoline,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,b47414b6be07a1ea53d021c455ff1ffd,True,,,False,False
2024-07-23,Chase CC,7-ELEVEN 25174,7-Eleven,-31.83,Auto & Transport: Gasoline,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,f2346d04deaf69c0e89ff61deb1b3051,True,,,False,False
2024-07-24,Chase CC,AUTOMATIC PAYMENT - THANK,Automatic Payment - Thank,1220.6,Transfer,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,5e98175a3f8c03ef043f6a1deb9e2990,True,REC-047f48af9fb7,,False,False
2024-06-23,Chase CC,GLENROSE LIQUOR,Glenrose Liquor,-14.62,Food: Booze,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,ebc61240a9b020601ceb83cd1073202e,True,,,False,False
2024-06-24,Chase CC,AUTOMATIC PAYMENT - THANK,Automatic Payment - Thank,166.09,Transfer,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,9e9e8a8c9eb01c8e70cd6584c3238c67,True,REC-350035d42bce,,False,False
2024-06-11,Chase CC,CKM FINANCIAL SERVICES  I,Ckm Financial Services,-719.0,Financial: Taxes,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,d5a148713fa00ff9a21c9452d34dc8b7,True,,,False,False
2024-05-24,Chase CC,AUTOMATIC PAYMENT - THANK,Automatic Payment - Thank,151.89,Transfer,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,1a5015335d1a6b18e40fe35ada0e72ee,True,REC-d787e16719df,,False,False
2024-05-18,Chase CC,ALL SEASON BREWERY,All Season Brewery,-18.43,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,2d56dc9c0b8bd9e1f98dbdba702ee0f8,True,,,False,False
2024-05-19,Chase CC,TST* CHICAS TACOS - MIRAC,Tst,-19.06,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,9e72973ff8e43858ee6f0b6b7ec8e10f,True,,,False,False
2024-04-24,Chase CC,AUTOMATIC PAYMENT - THANK,Automatic Payment - Thank,468.11,Transfer,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,a474c0d38b5814a91b86a3e66b9c6e78,True,REC-35209973534c,,False,False
2024-04-19,Chase CC,LADOT METER PARKING,Ladot Meter Parking,-1.5,Auto & Transport: Fees & Registration,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,2418a70e73d9e6047f78153e8dfae551,True,,,False,False
2024-04-15,Chase CC,THE HOME DEPOT 6654,The Home Depot,-5.49,Shopping: General,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,51e6f40e6124a74f4cac2b9c8ea6787d,True,,,False,False
2024-04-05,Chase CC,GLENROSE LIQUOR,Glenrose Liquor,-16.83,Food: Booze,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,3168c621d97f11c5b6947b0d8537a089,True,,,False,False
2024-04-06,Chase CC,SQ *GUISADOS,Sq,-40.86,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,f165f849f93574356c3f9c20a2f611d9,True,,,False,False
2024-04-01,Chase CC,SUBMARINE KING,Submarine King,-17.0,Shopping: General,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,fd6669625956bb802379eb45ec299f18,True,,,False,False
2024-03-25,Chase CC,USPS PO 0530140713,Usps Po,-70.1,Expenses: Office,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,b9936fb4811fba4fde152c9f887e8a23,True,,,False,False
2024-03-23,Chase CC,MISSION WINE &amp; SPIRITS,Mission Wine &Amp; Spirits,-47.71,Food: Booze,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,2915e6a25a9671457d000bcceb82a999,True,,,False,False
2024-03-24,Chase CC,AUTOMATIC PAYMENT - THANK,Automatic Payment - Thank,562.47,Transfer,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,85e91509fc706beffd2a6f6dc319f956,True,REC-b33f3ce7f3cf,,False,False
2024-03-19,Chase CC,TST* SPITZ - LOS FELIZ,Tst,-34.96,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,052042070a936f9b6d50ac4dc3fc87e9,True,,,False,False
2024-03-16,Chase CC,GLENROSE LIQUOR,Glenrose Liquor,-14.62,Food: Booze,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,ebdbfa31fe0f8bac7336925ef6db276b,True,,,False,False
2024-03-14,Chase CC,ARTS AUTO CARE,Arts Auto Care,-76.71,Auto & Transport: Misc,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,aefd6c14c38945877a5fce36ecc4b10a,True,,,False,False
2024-03-12,Chase CC,WEHO PARKING METERS,Weho Parking Meters,-0.75,Auto & Transport: Fees & Registration,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,9ef0151f92eddca8ac36a81aa20d02ae,True,,,False,False
2024-03-11,Chase CC,GLENROSE LIQUOR,Glenrose Liquor,-16.83,Food: Booze,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,c4036adf59b850e840665326ba066786,True,,,False,False
2024-03-11,Chase CC,TOLUCA LAKE DENTISTRY,Toluca Lake Dentistry,-10.2,Health & Wellness: Other,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,0c448edf83ddbe745e28494ee2e3a858,True,,,False,False
2024-03-10,Chase CC,SQ *JOSHUA TREE COFFEE CO,Sq,-13.5,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,3326a68c7e69d4d72290d588a49e2ad9,True,,,False,False
2024-03-03,Chase CC,LA KIDS- SCV CONSIGNMENT,La Kids- Scv Consignment,-38.86,Child-Related: Misc Expenses,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,32a47fb434e510e39e092da7fd7983d6,True,,,False,False
2024-02-29,Chase CC,LA KIDS- SCV CONSIGNMENT,La Kids- Scv Consignment,-61.19,Child-Related: Misc Expenses,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,c7c193128ba465695ec4182f31dbfbcb,True,,,False,False
2024-02-28,Chase CC,LA KIDS- SCV CONSIGNMENT,La Kids- Scv Consignment,-78.83,Child-Related: Misc Expenses,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,46e7616ddf36da8269e16156fa3d8f7e,True,,,False,False
2024-02-26,Chase CC,AHED HANNA  MD,Ahed Hanna,-5.0,Health & Wellness: Co-pays,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,652e5129e55aab4e8cb98d2b942c1450,True,,,False,False
2024-02-23,Chase CC,CVS/PHARMACY #09658,Cvs/Pharmacy,-50.0,Entertainment & Travel: Vacation,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,9a0f5803162cd7525e7aaac39163d697,True,,,False,False
2024-02-23,Chase CC,AUTOMATIC PAYMENT - THANK,Automatic Payment - Thank,259.19,Transfer,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,5066d8d09ffce1f95574ff8aed9e7704,True,REC-9b6f3407b59c,,False,False
2024-02-21,Chase CC,STARBUCKS STORE 57356,Starbucks Store,-2.85,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,d063d5c7f2c1462d26a20c8602506a36,True,,,False,False
2024-02-20,Chase CC,ARCO #42093 AMPM,Arco,-5.55,Entertainment & Travel: Vacation,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,5fee809197fb63704871edabfcb8bb42,True,,,False,False
2024-02-20,Chase CC,SANTA CRUZ PAY BY PHONE,Santa Cruz Pay By Phone,-13.6,Auto & Transport: Fees & Registration,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,f8c0241af7404248e9b1dbd4597194af,True,,,False,False
2024-02-19,Chase CC,WESTERN NEUROLOGICAL A,Western Neurological A,-18.42,Health & Wellness: Other,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,39a0d058986a6cd9ac893e77a1435a75,True,,,False,False
2024-02-12,Chase CC,USPS PO 0530140715,Usps Po,-1.27,Expenses: Office,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,269c4fb842f319db18142c21b72cd734,True,,,False,False
2024-02-07,Chase CC,STARBUCKS STORE 57356,Starbucks Store,-2.85,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,c832f0df9fb55a89d4d75c910184f829,True,,,False,False
2024-02-05,Chase CC,WASTE MGMT WM EZPAY,Waste Mgmt Wm Ezpay,-284.03,Misc Income: Ed's Dead,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,5522107fd68acafeb2c4413bec18a681,True,,,False,False
2024-02-05,Chase CC,UCLA TLHC,Ucla Tlhc,-5.0,Health & Wellness: Co-pays,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,3cfe819c61038c5e0fa63197ce477978,True,,,False,False
2024-01-31,Chase CC,HWB CAR WASH,Hwb Car Wash,-121.82,Income: Reimbursement,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,d95a643a45accbca4e92cc170bd6543e,True,,,False,False
